year,age,partylr,krbornin,krcit,krlived,krkorean,krconfuc,krfeel,krancstr,immcrime,immjobs,immideas,LETIN1,rank,age_x,rank_x,partylr_x,letin1_x,immcrime_x,immjobs_x,immideas_x,krbornin_x,krcit_x,krlived_x,krkorean_x,krconfuc_x,krfeel_x,krancstr_x
2003,50,2,1,1,1,1,2,1,3,2,2,4,3,4,40~59,lower,conservative,remained,agree,agree,disagree,1,1,1,1,1,1,0
2003,68,,1,1,1,1,1,1,1,,2,2,,5,60~,middle,,,,agree,agree,1,1,1,1,1,1,1
2003,82,3,1,1,1,1,1,1,1,3,2,3,5,5,60~,middle,middle,reduced,neutral,agree,neutral,1,1,1,1,1,1,1
2003,72,4,1,1,1,1,1,1,1,2,1,4,3,5,60~,middle,liberal,remained,agree,strongly agree,disagree,1,1,1,1,1,1,1
2003,67,2,1,1,1,1,3,1,1,4,4,4,5,5,60~,middle,conservative,reduced,disagree,disagree,disagree,1,1,1,1,0,1,1
2003,76,3,1,1,1,1,1,1,1,1,3,1,1,4,60~,lower,middle,increased,strongly agree,neutral,strongly agree,1,1,1,1,1,1,1
2003,73,3,1,1,1,1,2,1,1,3,3,3,2,5,60~,middle,middle,increased,neutral,neutral,neutral,1,1,1,1,1,1,1
2003,74,4,2,2,4,2,1,1,2,4,2,5,4,1,60~,lower,liberal,reduced,disagree,agree,strongly disagree,1,1,0,1,1,1,1
2003,39,2,1,1,3,1,2,1,1,2,2,4,3,5,19~39,middle,conservative,remained,agree,agree,disagree,1,1,0,1,1,1,1
2003,60,3,1,1,1,1,2,1,1,3,2,2,3,6,40~59,middle,middle,remained,neutral,agree,agree,1,1,1,1,1,1,1
2003,71,4,1,1,1,1,1,1,1,,,,3,6,60~,middle,liberal,remained,,,,1,1,1,1,1,1,1
2003,67,3,2,2,2,2,3,2,2,3,3,3,,3,60~,lower,middle,,neutral,neutral,neutral,1,1,1,1,0,1,1
2003,66,3,1,1,1,1,1,1,1,2,3,2,4,5,60~,middle,middle,reduced,agree,neutral,agree,1,1,1,1,1,1,1
2003,56,2,2,2,2,2,2,2,2,3,3,3,4,5,40~59,middle,conservative,reduced,neutral,neutral,neutral,1,1,1,1,1,1,1
2003,71,4,2,2,2,2,2,2,2,,,,,5,60~,middle,liberal,,,,,1,1,1,1,1,1,1
2003,73,3,1,1,2,2,4,1,1,3,2,1,4,4,60~,lower,middle,reduced,neutral,agree,strongly agree,1,1,1,1,0,1,1
2003,26,,4,4,4,4,4,4,2,3,3,3,1,6,19~39,middle,,increased,neutral,neutral,neutral,0,0,0,0,0,0,1
2003,39,4,1,3,2,3,4,2,2,4,4,2,3,5,19~39,middle,liberal,remained,disagree,disagree,agree,1,0,1,0,0,1,1
2003,31,4,4,2,3,1,2,1,1,3,5,5,2,6,19~39,middle,liberal,increased,neutral,strongly disagree,strongly disagree,0,1,0,1,1,1,1
2003,58,,1,1,1,1,4,1,1,5,2,2,,3,40~59,lower,,,strongly disagree,agree,agree,1,1,1,1,0,1,1
2003,26,1,1,1,1,1,4,1,4,4,5,5,4,5,19~39,middle,conservative,reduced,disagree,strongly disagree,strongly disagree,1,1,1,1,0,1,0
2003,54,4,2,2,3,1,1,1,1,3,2,3,3,4,40~59,lower,liberal,remained,neutral,agree,neutral,1,1,0,1,1,1,1
2003,65,,2,1,1,1,2,1,2,2,2,2,4,5,60~,middle,,reduced,agree,agree,agree,1,1,1,1,1,1,1
2003,40,4,2,2,1,1,2,2,2,3,4,,2,3,19~39,lower,liberal,increased,neutral,disagree,,1,1,1,1,1,1,1
2003,43,2,2,2,4,2,2,2,2,4,4,3,3,3,40~59,lower,conservative,remained,disagree,disagree,neutral,1,1,0,1,1,1,1
2003,49,3,2,1,1,1,3,1,3,3,2,4,3,4,40~59,lower,middle,remained,neutral,agree,disagree,1,1,1,1,0,1,0
2003,48,2,2,1,1,1,3,1,1,3,3,3,3,4,40~59,lower,conservative,remained,neutral,neutral,neutral,1,1,1,1,0,1,1
2003,44,3,1,1,1,3,3,2,2,3,3,3,2,3,40~59,lower,middle,increased,neutral,neutral,neutral,1,1,1,0,0,1,1
2003,49,3,1,1,2,1,2,1,1,5,4,2,3,4,40~59,lower,middle,remained,strongly disagree,disagree,agree,1,1,1,1,1,1,1
2003,66,5,3,3,2,2,2,2,2,4,3,1,2,3,60~,lower,liberal,increased,disagree,neutral,strongly agree,0,0,1,1,1,1,1
2003,60,3,2,1,2,1,2,1,1,3,3,2,4,5,40~59,middle,middle,reduced,neutral,neutral,agree,1,1,1,1,1,1,1
2003,38,4,4,3,2,2,3,3,3,4,4,2,1,5,19~39,middle,liberal,increased,disagree,disagree,agree,0,0,1,1,0,0,0
2003,71,5,1,1,1,1,1,1,1,3,2,2,5,3,60~,lower,liberal,reduced,neutral,agree,agree,1,1,1,1,1,1,1
2003,31,2,2,2,3,3,4,2,2,2,1,4,5,1,19~39,lower,conservative,reduced,agree,strongly agree,disagree,1,1,0,0,0,1,1
2003,80,3,1,1,1,1,1,1,1,2,1,5,5,1,60~,lower,middle,reduced,agree,strongly agree,strongly disagree,1,1,1,1,1,1,1
2003,60,3,1,1,1,1,1,1,1,2,2,2,3,5,40~59,middle,middle,remained,agree,agree,agree,1,1,1,1,1,1,1
2003,30,3,2,1,3,1,1,1,1,2,2,3,4,3,19~39,lower,middle,reduced,agree,agree,neutral,1,1,0,1,1,1,1
2003,37,,,3,3,1,1,1,,,2,2,,4,19~39,lower,,,,agree,agree,0,0,0,1,1,1,0
2003,71,3,3,3,3,1,3,1,3,2,2,1,5,3,60~,lower,middle,reduced,agree,agree,strongly agree,0,0,0,1,0,1,0
2003,40,2,1,1,2,1,3,1,1,4,4,2,2,5,19~39,middle,conservative,increased,disagree,disagree,agree,1,1,1,1,0,1,1
2003,36,3,1,3,2,1,4,1,1,2,4,3,3,5,19~39,middle,middle,remained,agree,disagree,neutral,1,0,1,1,0,1,1
2003,50,3,1,1,2,2,3,1,2,3,2,3,4,3,40~59,lower,middle,reduced,neutral,agree,neutral,1,1,1,1,0,1,1
2003,23,3,3,3,3,3,3,2,3,4,4,3,2,5,19~39,middle,middle,increased,disagree,disagree,neutral,0,0,0,0,0,1,0
2003,34,3,2,2,2,3,3,1,2,1,5,5,4,5,19~39,middle,middle,reduced,strongly agree,strongly disagree,strongly disagree,1,1,1,0,0,1,1
2003,20,3,2,2,2,2,4,2,2,1,3,2,2,6,19~39,middle,middle,increased,strongly agree,neutral,agree,1,1,1,1,0,1,1
2003,46,4,1,1,3,2,1,1,3,2,2,3,2,7,40~59,upper,liberal,increased,agree,agree,neutral,1,1,0,1,1,1,0
2003,36,1,1,1,3,2,4,1,3,5,3,2,2,5,19~39,middle,conservative,increased,strongly disagree,neutral,agree,1,1,0,1,0,1,0
2003,43,4,3,3,2,3,2,3,3,3,3,3,4,2,40~59,lower,liberal,reduced,neutral,neutral,neutral,0,0,1,0,1,0,0
2003,75,4,2,1,2,2,3,1,1,3,4,3,,6,60~,middle,liberal,,neutral,disagree,neutral,1,1,1,1,0,1,1
2003,21,4,3,1,3,2,3,1,3,3,4,4,3,3,19~39,lower,liberal,remained,neutral,disagree,disagree,0,1,0,1,0,1,0
2003,65,3,1,1,1,2,,2,2,3,4,3,,3,60~,lower,middle,,neutral,disagree,neutral,1,1,1,1,0,1,1
2003,25,4,1,1,1,1,2,1,1,3,3,3,3,5,19~39,middle,liberal,remained,neutral,neutral,neutral,1,1,1,1,1,1,1
2003,41,4,1,1,1,1,2,1,1,2,2,2,3,7,40~59,upper,liberal,remained,agree,agree,agree,1,1,1,1,1,1,1
2003,54,5,1,1,1,1,3,1,1,2,2,4,1,5,40~59,middle,liberal,increased,agree,agree,disagree,1,1,1,1,0,1,1
2003,23,3,2,2,1,2,4,2,1,4,4,2,2,5,19~39,middle,middle,increased,disagree,disagree,agree,1,1,1,1,0,1,1
2003,37,4,1,1,1,1,1,1,1,3,3,2,2,7,19~39,upper,liberal,increased,neutral,neutral,agree,1,1,1,1,1,1,1
2003,52,4,2,2,3,1,3,2,2,4,3,2,3,6,40~59,middle,liberal,remained,disagree,neutral,agree,1,1,0,1,0,1,1
2003,38,2,3,2,3,2,4,1,3,4,4,3,4,5,19~39,middle,conservative,reduced,disagree,disagree,neutral,0,1,0,1,0,1,0
2003,24,4,1,1,3,2,3,1,3,3,4,2,1,6,19~39,middle,liberal,increased,neutral,disagree,agree,1,1,0,1,0,1,0
2003,21,2,1,1,2,1,2,1,2,3,3,3,3,5,19~39,middle,conservative,remained,neutral,neutral,neutral,1,1,1,1,1,1,1
2003,21,4,1,1,1,1,3,1,1,2,4,3,4,5,19~39,middle,liberal,reduced,agree,disagree,neutral,1,1,1,1,0,1,1
2003,26,2,2,1,1,1,1,1,2,2,4,4,4,6,19~39,middle,conservative,reduced,agree,disagree,disagree,1,1,1,1,1,1,1
2003,40,2,1,1,2,1,3,2,2,4,4,3,1,4,19~39,lower,conservative,increased,disagree,disagree,neutral,1,1,1,1,0,1,1
2003,38,5,2,2,2,2,3,2,2,2,4,,4,4,19~39,lower,liberal,reduced,agree,disagree,,1,1,1,1,0,1,1
2003,43,4,2,2,2,2,3,2,2,1,2,3,3,5,40~59,middle,liberal,remained,strongly agree,agree,neutral,1,1,1,1,0,1,1
2003,44,4,1,1,3,2,2,1,2,4,4,3,3,3,40~59,lower,liberal,remained,disagree,disagree,neutral,1,1,0,1,1,1,1
2003,37,2,2,2,3,2,4,1,3,4,4,2,1,6,19~39,middle,conservative,increased,disagree,disagree,agree,1,1,0,1,0,1,0
2003,46,4,3,1,1,1,3,1,1,2,4,2,3,8,40~59,upper,liberal,remained,agree,disagree,agree,0,1,1,1,0,1,1
2003,44,3,2,2,3,2,2,2,2,3,4,2,3,4,40~59,lower,middle,remained,neutral,disagree,agree,1,1,0,1,1,1,1
2003,32,4,4,3,4,3,4,2,3,3,3,3,3,5,19~39,middle,liberal,remained,neutral,neutral,neutral,0,0,0,0,0,1,0
2003,33,3,1,1,2,1,3,1,2,4,4,2,2,6,19~39,middle,middle,increased,disagree,disagree,agree,1,1,1,1,0,1,1
2003,23,2,2,2,2,2,3,2,2,3,3,3,2,4,19~39,lower,conservative,increased,neutral,neutral,neutral,1,1,1,1,0,1,1
2003,24,4,3,,4,4,4,1,2,3,3,3,,6,19~39,middle,liberal,,neutral,neutral,neutral,0,0,0,0,0,1,1
2003,44,2,1,1,1,1,1,1,1,1,2,1,2,7,40~59,upper,conservative,increased,strongly agree,agree,strongly agree,1,1,1,1,1,1,1
2003,22,3,1,1,4,1,3,2,1,4,4,3,3,5,19~39,middle,middle,remained,disagree,disagree,neutral,1,1,0,1,0,1,1
2003,34,2,2,2,2,2,4,1,2,4,3,1,2,5,19~39,middle,conservative,increased,disagree,neutral,strongly agree,1,1,1,1,0,1,1
2003,30,2,2,2,3,2,3,1,2,4,3,2,4,6,19~39,middle,conservative,reduced,disagree,neutral,agree,1,1,0,1,0,1,1
2003,46,,2,2,2,2,3,1,3,4,4,2,2,5,40~59,middle,,increased,disagree,disagree,agree,1,1,1,1,0,1,0
2003,50,3,1,1,1,1,2,1,1,4,,2,4,4,40~59,lower,middle,reduced,disagree,,agree,1,1,1,1,1,1,1
2003,42,,3,3,2,3,3,2,3,3,3,2,2,4,40~59,lower,,increased,neutral,neutral,agree,0,0,1,0,0,1,0
2003,50,2,1,1,3,1,3,1,2,4,4,3,2,3,40~59,lower,conservative,increased,disagree,disagree,neutral,1,1,0,1,0,1,1
2003,26,3,2,2,2,2,4,3,3,2,4,4,3,5,19~39,middle,middle,remained,agree,disagree,disagree,1,1,1,1,0,0,0
2003,53,5,2,2,3,2,4,2,2,1,3,4,3,7,40~59,upper,liberal,remained,strongly agree,neutral,disagree,1,1,0,1,0,1,1
2003,39,3,2,3,2,2,3,2,3,3,3,2,2,4,19~39,lower,middle,increased,neutral,neutral,agree,1,0,1,1,0,1,0
2003,42,3,1,2,2,3,3,2,3,5,4,3,2,5,40~59,middle,middle,increased,strongly disagree,disagree,neutral,1,1,1,0,0,1,0
2003,30,2,3,1,3,2,4,1,2,5,5,4,2,6,19~39,middle,conservative,increased,strongly disagree,strongly disagree,disagree,0,1,0,1,0,1,1
2003,49,2,2,2,2,2,3,2,2,4,4,2,2,6,40~59,middle,conservative,increased,disagree,disagree,agree,1,1,1,1,0,1,1
2003,26,2,2,2,2,2,3,2,2,4,3,4,4,6,19~39,middle,conservative,reduced,disagree,neutral,disagree,1,1,1,1,0,1,1
2003,32,,2,2,1,2,3,2,3,4,3,3,3,3,19~39,lower,,remained,disagree,neutral,neutral,1,1,1,1,0,1,0
2003,35,,3,2,2,2,3,2,3,4,4,2,2,4,19~39,lower,,increased,disagree,disagree,agree,0,1,1,1,0,1,0
2003,36,2,1,2,1,2,3,1,2,4,3,3,4,6,19~39,middle,conservative,reduced,disagree,neutral,neutral,1,1,1,1,0,1,1
2003,45,4,2,2,3,2,2,1,2,3,3,3,4,3,40~59,lower,liberal,reduced,neutral,neutral,neutral,1,1,0,1,1,1,1
2003,53,5,3,3,3,3,4,3,3,2,4,4,4,6,40~59,middle,liberal,reduced,agree,disagree,disagree,0,0,0,0,0,0,0
2003,30,3,4,1,2,1,3,1,3,4,3,4,3,4,19~39,lower,middle,remained,disagree,neutral,disagree,0,1,1,1,0,1,0
2003,29,3,3,2,1,2,2,1,3,3,3,3,2,4,19~39,lower,middle,increased,neutral,neutral,neutral,0,1,1,1,1,1,0
2003,27,3,2,2,3,2,4,1,1,2,3,4,2,5,19~39,middle,middle,increased,agree,neutral,disagree,1,1,0,1,0,1,1
2003,39,4,2,2,2,2,3,2,2,2,3,3,3,4,19~39,lower,liberal,remained,agree,neutral,neutral,1,1,1,1,0,1,1
2003,52,3,1,1,1,1,3,1,1,2,5,4,3,5,40~59,middle,middle,remained,agree,strongly disagree,disagree,1,1,1,1,0,1,1
2003,36,2,3,2,3,2,4,1,1,2,4,5,3,4,19~39,lower,conservative,remained,agree,disagree,strongly disagree,0,1,0,1,0,1,1
2003,30,2,2,2,2,2,3,1,2,4,5,3,2,5,19~39,middle,conservative,increased,disagree,strongly disagree,neutral,1,1,1,1,0,1,1
2003,41,3,1,2,4,2,4,1,2,3,4,3,3,5,40~59,middle,middle,remained,neutral,disagree,neutral,1,1,0,1,0,1,1
2003,41,,1,1,1,2,2,1,2,3,3,2,3,3,40~59,lower,,remained,neutral,neutral,agree,1,1,1,1,1,1,1
2003,47,4,2,1,1,1,2,1,2,5,5,1,5,5,40~59,middle,liberal,reduced,strongly disagree,strongly disagree,strongly agree,1,1,1,1,1,1,1
2003,44,2,2,1,3,3,4,2,1,2,3,3,2,5,40~59,middle,conservative,increased,agree,neutral,neutral,1,1,0,0,0,1,1
2003,42,3,1,1,3,3,4,3,2,4,3,2,2,5,40~59,middle,middle,increased,disagree,neutral,agree,1,1,0,0,0,0,1
2003,46,2,2,2,3,3,4,2,2,4,3,4,4,5,40~59,middle,conservative,reduced,disagree,neutral,disagree,1,1,0,0,0,1,1
2003,37,4,1,1,3,1,3,1,2,3,4,2,2,5,19~39,middle,liberal,increased,neutral,disagree,agree,1,1,0,1,0,1,1
2003,47,2,3,2,2,2,3,3,3,4,3,3,3,5,40~59,middle,conservative,remained,disagree,neutral,neutral,0,1,1,1,0,0,0
2003,26,3,3,3,3,3,3,4,3,2,3,3,4,5,19~39,middle,middle,reduced,agree,neutral,neutral,0,0,0,0,0,0,0
2003,39,3,3,3,3,3,4,3,3,3,4,3,3,5,19~39,middle,middle,remained,neutral,disagree,neutral,0,0,0,0,0,0,0
2003,43,,3,2,2,3,3,2,3,4,5,2,1,3,40~59,lower,,increased,disagree,strongly disagree,agree,0,1,1,0,0,1,0
2003,23,4,2,1,2,2,3,1,2,3,4,3,3,5,19~39,middle,liberal,remained,neutral,disagree,neutral,1,1,1,1,0,1,1
2003,31,,3,2,3,3,4,1,3,2,4,3,3,4,19~39,lower,,remained,agree,disagree,neutral,0,1,0,0,0,1,0
2003,28,1,3,3,2,2,4,1,3,4,4,3,4,5,19~39,middle,conservative,reduced,disagree,disagree,neutral,0,0,1,1,0,1,0
2003,36,2,3,2,3,1,3,1,2,5,5,1,3,2,19~39,lower,conservative,remained,strongly disagree,strongly disagree,strongly agree,0,1,0,1,0,1,1
2003,41,4,2,1,3,1,3,1,1,4,4,4,2,5,40~59,middle,liberal,increased,disagree,disagree,disagree,1,1,0,1,0,1,1
2003,56,3,2,2,2,2,1,2,2,2,2,3,4,5,40~59,middle,middle,reduced,agree,agree,neutral,1,1,1,1,1,1,1
2003,31,3,2,2,2,2,4,3,3,2,3,4,4,5,19~39,middle,middle,reduced,agree,neutral,disagree,1,1,1,1,0,0,0
2003,27,2,3,3,2,2,2,2,3,4,4,2,1,3,19~39,lower,conservative,increased,disagree,disagree,agree,0,0,1,1,1,1,0
2003,37,,3,2,2,2,2,2,2,4,3,3,3,2,19~39,lower,,remained,disagree,neutral,neutral,0,1,1,1,1,1,1
2003,29,3,2,2,2,2,3,2,2,3,3,3,2,5,19~39,middle,middle,increased,neutral,neutral,neutral,1,1,1,1,0,1,1
2003,28,4,2,1,3,1,3,1,1,5,3,4,3,5,19~39,middle,liberal,remained,strongly disagree,neutral,disagree,1,1,0,1,0,1,1
2003,48,2,1,1,1,2,1,1,2,2,2,3,4,6,40~59,middle,conservative,reduced,agree,agree,neutral,1,1,1,1,1,1,1
2003,51,,3,2,2,2,3,2,3,4,4,2,2,2,40~59,lower,,increased,disagree,disagree,agree,0,1,1,1,0,1,0
2003,44,3,2,2,2,2,2,1,3,3,3,2,3,3,40~59,lower,middle,remained,neutral,neutral,agree,1,1,1,1,1,1,0
2003,69,3,1,1,2,1,1,1,1,4,2,3,3,5,60~,middle,middle,remained,disagree,agree,neutral,1,1,1,1,1,1,1
2003,38,3,2,2,3,3,4,1,2,1,4,4,4,5,19~39,middle,middle,reduced,strongly agree,disagree,disagree,1,1,0,0,0,1,1
2003,36,4,3,2,2,2,3,2,3,3,3,2,2,4,19~39,lower,liberal,increased,neutral,neutral,agree,0,1,1,1,0,1,0
2003,44,2,1,1,2,1,1,1,1,4,2,2,3,10,40~59,upper,conservative,remained,disagree,agree,agree,1,1,1,1,1,1,1
2003,65,3,2,1,1,1,3,2,1,5,5,3,2,5,60~,middle,middle,increased,strongly disagree,strongly disagree,neutral,1,1,1,1,0,1,1
2003,44,3,2,1,3,1,3,1,3,4,5,3,2,6,40~59,middle,middle,increased,disagree,strongly disagree,neutral,1,1,0,1,0,1,0
2003,45,4,3,2,3,3,3,3,3,4,4,2,1,6,40~59,middle,liberal,increased,disagree,disagree,agree,0,1,0,0,0,0,0
2003,22,3,3,1,3,2,4,1,3,4,5,4,2,5,19~39,middle,middle,increased,disagree,strongly disagree,disagree,0,1,0,1,0,1,0
2003,34,3,2,2,2,1,3,1,3,2,3,3,3,6,19~39,middle,middle,remained,agree,neutral,neutral,1,1,1,1,0,1,0
2003,30,2,1,1,2,2,,2,2,2,4,2,2,5,19~39,middle,conservative,increased,agree,disagree,agree,1,1,1,1,0,1,1
2003,42,4,1,1,1,1,1,1,1,1,3,3,,5,40~59,middle,liberal,,strongly agree,neutral,neutral,1,1,1,1,1,1,1
2003,30,4,2,2,1,1,2,1,2,3,3,3,3,6,19~39,middle,liberal,remained,neutral,neutral,neutral,1,1,1,1,1,1,1
2003,48,2,2,2,3,2,4,2,3,4,4,4,,5,40~59,middle,conservative,,disagree,disagree,disagree,1,1,0,1,0,1,0
2003,30,,1,1,3,1,4,2,3,3,4,3,,4,19~39,lower,,,neutral,disagree,neutral,1,1,0,1,0,1,0
2003,33,4,2,2,2,2,2,2,2,4,2,3,,5,19~39,middle,liberal,,disagree,agree,neutral,1,1,1,1,1,1,1
2003,29,4,4,4,4,4,4,3,3,3,3,2,1,7,19~39,upper,liberal,increased,neutral,neutral,agree,0,0,0,0,0,0,0
2003,52,4,1,1,1,1,2,2,1,3,2,3,5,4,40~59,lower,liberal,reduced,neutral,agree,neutral,1,1,1,1,1,1,1
2003,40,4,1,1,2,2,4,2,2,4,5,4,4,5,19~39,middle,liberal,reduced,disagree,strongly disagree,disagree,1,1,1,1,0,1,1
2003,37,2,2,1,3,1,4,1,1,3,4,4,4,4,19~39,lower,conservative,reduced,neutral,disagree,disagree,1,1,0,1,0,1,1
2003,63,2,1,1,1,1,1,1,1,3,1,4,5,1,60~,lower,conservative,reduced,neutral,strongly agree,disagree,1,1,1,1,1,1,1
2003,31,3,1,1,3,1,3,1,1,2,2,3,4,2,19~39,lower,middle,reduced,agree,agree,neutral,1,1,0,1,0,1,1
2003,33,4,2,2,2,2,2,2,3,4,2,3,4,5,19~39,middle,liberal,reduced,disagree,agree,neutral,1,1,1,1,1,1,0
2003,26,3,2,2,2,2,3,2,2,3,3,2,,5,19~39,middle,middle,,neutral,neutral,agree,1,1,1,1,0,1,1
2003,25,4,3,3,3,2,3,2,2,4,4,2,2,7,19~39,upper,liberal,increased,disagree,disagree,agree,0,0,0,1,0,1,1
2003,75,,2,2,2,2,3,1,1,4,4,3,3,4,60~,lower,,remained,disagree,disagree,neutral,1,1,1,1,0,1,1
2003,30,2,2,2,2,1,3,2,2,4,4,2,,3,19~39,lower,conservative,,disagree,disagree,agree,1,1,1,1,0,1,1
2003,51,3,1,1,1,1,3,1,1,3,2,4,3,5,40~59,middle,middle,remained,neutral,agree,disagree,1,1,1,1,0,1,1
2003,63,4,2,2,1,2,3,2,2,3,3,3,,2,60~,lower,liberal,,neutral,neutral,neutral,1,1,1,1,0,1,1
2003,63,4,1,2,2,2,3,1,2,4,4,3,1,4,60~,lower,liberal,increased,disagree,disagree,neutral,1,1,1,1,0,1,1
2003,22,1,3,3,3,2,4,3,3,5,3,3,3,3,19~39,lower,conservative,remained,strongly disagree,neutral,neutral,0,0,0,1,0,0,0
2003,39,4,2,2,2,1,3,2,3,3,4,3,3,5,19~39,middle,liberal,remained,neutral,disagree,neutral,1,1,1,1,0,1,0
2003,26,2,1,1,1,1,3,1,2,4,4,2,3,6,19~39,middle,conservative,remained,disagree,disagree,agree,1,1,1,1,0,1,1
2003,30,4,3,3,3,2,4,3,3,5,3,3,3,3,19~39,lower,liberal,remained,strongly disagree,neutral,neutral,0,0,0,1,0,0,0
2003,51,3,2,2,2,3,3,2,2,4,3,3,3,3,40~59,lower,middle,remained,disagree,neutral,neutral,1,1,1,0,0,1,1
2003,38,3,2,3,2,2,3,2,3,4,3,3,4,3,19~39,lower,middle,reduced,disagree,neutral,neutral,1,0,1,1,0,1,0
2003,48,4,2,1,3,2,3,1,1,4,5,2,4,6,40~59,middle,liberal,reduced,disagree,strongly disagree,agree,1,1,0,1,0,1,1
2003,76,,2,2,2,2,2,2,2,3,3,3,,4,60~,lower,,,neutral,neutral,neutral,1,1,1,1,1,1,1
2003,69,5,2,2,2,2,2,2,2,4,,,,4,60~,lower,liberal,,disagree,,,1,1,1,1,1,1,1
2003,42,4,3,1,1,1,4,1,3,5,5,3,1,6,40~59,middle,liberal,increased,strongly disagree,strongly disagree,neutral,0,1,1,1,0,1,0
2003,45,3,3,2,2,1,2,1,2,3,4,4,3,7,40~59,upper,middle,remained,neutral,disagree,disagree,0,1,1,1,1,1,1
2003,20,4,2,2,2,2,4,2,3,4,4,4,2,4,19~39,lower,liberal,increased,disagree,disagree,disagree,1,1,1,1,0,1,0
2003,29,3,3,2,3,2,2,2,3,3,3,2,3,4,19~39,lower,middle,remained,neutral,neutral,agree,0,1,0,1,1,1,0
2003,41,4,2,2,2,2,3,2,3,4,4,3,3,6,40~59,middle,liberal,remained,disagree,disagree,neutral,1,1,1,1,0,1,0
2003,68,4,2,1,3,2,2,1,1,3,3,3,3,5,60~,middle,liberal,remained,neutral,neutral,neutral,1,1,0,1,1,1,1
2003,24,,1,1,1,1,3,1,2,3,4,4,,7,19~39,upper,,,neutral,disagree,disagree,1,1,1,1,0,1,1
2003,57,1,2,2,2,2,2,2,2,3,2,2,3,4,40~59,lower,conservative,remained,neutral,agree,agree,1,1,1,1,1,1,1
2003,52,4,1,1,2,1,2,2,1,3,3,3,3,5,40~59,middle,liberal,remained,neutral,neutral,neutral,1,1,1,1,1,1,1
2003,73,3,1,1,1,1,1,1,1,3,4,4,5,1,60~,lower,middle,reduced,neutral,disagree,disagree,1,1,1,1,1,1,1
2003,19,4,4,4,1,4,4,1,3,5,5,2,1,4,19~39,lower,liberal,increased,strongly disagree,strongly disagree,agree,0,0,1,0,0,1,0
2003,37,4,2,2,3,2,1,2,1,4,2,2,4,4,19~39,lower,liberal,reduced,disagree,agree,agree,1,1,0,1,1,1,1
2003,44,3,2,1,3,2,3,2,3,,,,3,7,40~59,upper,middle,remained,,,,1,1,0,1,0,1,0
2003,56,5,1,1,2,3,3,3,3,1,4,4,2,3,40~59,lower,liberal,increased,strongly agree,disagree,disagree,1,1,1,0,0,0,0
2003,27,3,3,3,3,3,3,1,3,3,3,4,3,4,19~39,lower,middle,remained,neutral,neutral,disagree,0,0,0,0,0,1,0
2003,48,3,3,3,2,3,3,1,3,4,4,2,3,5,40~59,middle,middle,remained,disagree,disagree,agree,0,0,1,0,0,1,0
2003,44,4,1,1,1,1,1,1,1,2,2,4,5,5,40~59,middle,liberal,reduced,agree,agree,disagree,1,1,1,1,1,1,1
2003,32,4,2,1,2,2,4,3,2,4,3,3,3,5,19~39,middle,liberal,remained,disagree,neutral,neutral,1,1,1,1,0,0,1
2003,43,4,2,1,2,1,4,2,1,4,3,4,3,4,40~59,lower,liberal,remained,disagree,neutral,disagree,1,1,1,1,0,1,1
2003,42,3,1,1,2,1,4,2,1,4,4,3,3,5,40~59,middle,middle,remained,disagree,disagree,neutral,1,1,1,1,0,1,1
2003,26,2,1,1,1,1,4,1,1,4,4,3,4,4,19~39,lower,conservative,reduced,disagree,disagree,neutral,1,1,1,1,0,1,1
2003,35,3,2,2,1,1,2,1,1,3,4,4,2,4,19~39,lower,middle,increased,neutral,disagree,disagree,1,1,1,1,1,1,1
2003,30,4,3,2,4,1,4,1,3,4,1,4,3,3,19~39,lower,liberal,remained,disagree,strongly agree,disagree,0,1,0,1,0,1,0
2003,38,4,2,2,3,3,2,2,2,4,4,2,3,1,19~39,lower,liberal,remained,disagree,disagree,agree,1,1,0,0,1,1,1
2003,20,3,2,1,2,1,3,1,2,4,4,3,3,5,19~39,middle,middle,remained,disagree,disagree,neutral,1,1,1,1,0,1,1
2003,22,2,1,1,2,1,4,1,3,3,4,2,2,4,19~39,lower,conservative,increased,neutral,disagree,agree,1,1,1,1,0,1,0
2003,19,2,2,1,2,1,3,2,2,4,4,1,2,3,19~39,lower,conservative,increased,disagree,disagree,strongly agree,1,1,1,1,0,1,1
2003,37,2,2,2,2,1,2,2,1,3,4,2,2,5,19~39,middle,conservative,increased,neutral,disagree,agree,1,1,1,1,1,1,1
2003,24,,3,3,2,2,3,1,2,3,4,3,3,7,19~39,upper,,remained,neutral,disagree,neutral,0,0,1,1,0,1,1
2003,23,2,2,1,1,1,3,2,3,5,4,2,2,5,19~39,middle,conservative,increased,strongly disagree,disagree,agree,1,1,1,1,0,1,0
2003,55,4,2,2,2,2,2,2,2,2,3,3,,4,40~59,lower,liberal,,agree,neutral,neutral,1,1,1,1,1,1,1
2003,25,3,4,2,1,2,3,1,3,3,4,3,,5,19~39,middle,middle,,neutral,disagree,neutral,0,1,1,1,0,1,0
2003,59,5,2,2,3,1,1,2,4,2,2,5,5,6,40~59,middle,liberal,reduced,agree,agree,strongly disagree,1,1,0,1,1,1,0
2003,49,4,1,1,1,1,1,1,1,4,4,3,,5,40~59,middle,liberal,,disagree,disagree,neutral,1,1,1,1,1,1,1
2003,73,,1,1,1,1,2,1,2,1,2,2,4,4,60~,lower,,reduced,strongly agree,agree,agree,1,1,1,1,1,1,1
